,locations,timeOfDay,stayTime
4076,National Museum of Colombo,Evening,90
4077,Independence Memorial Hall,Evening,90
4078,Independence Memorial Hall,Night,90
4079,Dutch Museum,Morning,90
4080,Dutch Museum,Evening,90
4081,Dutch Museum,Night,90
4082,National Art Gallery,Night,90
4083,Kelaniya Raja Maha Viharaya,Morning,90
4084,Kelaniya Raja Maha Viharaya,Night,90
4085,Kailasanathar Swamy Kovil,Night,90
4086,Viharamahadevi Park,Morning,90
4087,Port City,Morning,90
4088,Lotus Tower,Evening,90
4089,Pettah Market,Evening,90
4090,One Galle Face ,Night,90
4091,Colombo City Center (CCC),Evening,90
4092,Galle Face Green,Night,90
4093,Gangaramaya Temple,Morning,90
4094,National Museum of Colombo,Morning,90
4095,Independence Memorial Hall,Morning,90
4096,Independence Memorial Hall,Evening,90
4097,Independence Memorial Hall,Night,90
4098,Dutch Museum,Evening,90
4099,National Art Gallery,Morning,90
4100,National Art Gallery,Evening,90
4101,National Art Gallery,Night,90
4102,Kelaniya Raja Maha Viharaya,Morning,90
4103,Kailasanathar Swamy Kovil,Morning,90
4104,Viharamahadevi Park,Morning,90
4105,Port City,Evening,90
4106,Lotus Tower,Morning,90
4107,Pettah Market,Night,90
4108,Colombo City Center (CCC),Morning,90
4109,Colombo City Center (CCC),Evening,90
4110,National Museum of Colombo,Morning,90
4111,National Museum of Colombo,Evening,90
4112,Dutch Museum,Morning,90
4113,Dutch Museum,Evening,90
4114,Dutch Museum,Night,90
4115,National Art Gallery,Evening,90
4116,Viharamahadevi Park,Morning,90
4117,Viharamahadevi Park,Evening,90
4118,Viharamahadevi Park,Night,90
4119,Lotus Tower,Morning,90
4120,Lotus Tower,Evening,90
4121,Pettah Market,Evening,90
4122,Colombo City Center (CCC),Evening,90
4123,Galle Face Green,Morning,90
4124,Gangaramaya Temple,Morning,90
4125,Gangaramaya Temple,Evening,90
4126,National Museum of Colombo,Morning,90
4127,National Museum of Colombo,Evening,90
4128,Dutch Museum,Evening,90
4129,Kelaniya Raja Maha Viharaya,Morning,90
4130,Kelaniya Raja Maha Viharaya,Evening,90
4131,Kailasanathar Swamy Kovil,Morning,90
4132,Viharamahadevi Park,Morning,90
4133,Pettah Market,Evening,90
4134,One Galle Face ,Morning,90
4135,Colombo City Center (CCC),Morning,90
4136,Galle Face Green,Morning,90
4137,Gangaramaya Temple,Morning,90
4138,Gangaramaya Temple,Evening,90
4139,Gangaramaya Temple,Night,90
4140,National Museum of Colombo,Morning,90
4141,National Museum of Colombo,Evening,90
4142,National Museum of Colombo,Night,90
4143,Independence Memorial Hall,Morning,90
4144,Independence Memorial Hall,Night,90
4145,Dutch Museum,Morning,90
4146,Dutch Museum,Evening,90
4147,Dutch Museum,Night,90
4148,Kelaniya Raja Maha Viharaya,Morning,90
4149,Kelaniya Raja Maha Viharaya,Night,90
4150,Kailasanathar Swamy Kovil,Morning,90
4151,Kailasanathar Swamy Kovil,Evening,90
4152,Kailasanathar Swamy Kovil,Night,90
4153,Viharamahadevi Park,Morning,90
4154,Viharamahadevi Park,Evening,90
4155,Viharamahadevi Park,Night,90
4156,Port City,Evening,90
4157,Pettah Market,Morning,90
4158,Pettah Market,Evening,90
4159,Pettah Market,Night,90
4160,One Galle Face ,Morning,90
4161,Colombo City Center (CCC),Morning,90
4162,Gangaramaya Temple,Morning,90
4163,Gangaramaya Temple,Evening,90
4164,National Museum of Colombo,Night,90
4165,Independence Memorial Hall,Evening,90
4166,Viharamahadevi Park,Morning,90
4167,Viharamahadevi Park,Night,90
4168,Pettah Market,Evening,90
4169,Pettah Market,Night,90
4170,One Galle Face ,Morning,90
4171,Colombo City Center (CCC),Morning,90
4172,Gangaramaya Temple,Morning,90
4173,Gangaramaya Temple,Evening,90
4174,Gangaramaya Temple,Night,90
4175,Independence Memorial Hall,Night,90
4176,Kelaniya Raja Maha Viharaya,Night,90
4177,Viharamahadevi Park,Morning,90
4178,Viharamahadevi Park,Night,90
4179,Port City,Morning,90
4180,Port City,Night,90
4181,Pettah Market,Morning,90
4182,Pettah Market,Night,90
4183,One Galle Face ,Morning,90
4184,Colombo City Center (CCC),Morning,90
4185,Galle Face Green,Evening,90
4186,Galle Face Green,Night,90
4187,Independence Memorial Hall,Evening,90
4188,Kelaniya Raja Maha Viharaya,Morning,90
4189,Viharamahadevi Park,Evening,90
4190,Viharamahadevi Park,Night,90
4191,Lotus Tower,Morning,90
4192,One Galle Face ,Night,90
4193,Colombo City Center (CCC),Night,90
4194,Gangaramaya Temple,Night,90
4195,National Museum of Colombo,Morning,90
4196,National Museum of Colombo,Night,90
4197,Independence Memorial Hall,Morning,90
4198,Independence Memorial Hall,Evening,90
4199,Independence Memorial Hall,Night,90
4200,National Art Gallery,Evening,90
4201,Kelaniya Raja Maha Viharaya,Night,90
4202,Kailasanathar Swamy Kovil,Morning,90
4203,Viharamahadevi Park,Night,90
4204,Port City,Morning,90
4205,Lotus Tower,Morning,90
4206,Pettah Market,Night,90
4207,Jami Ul-Alfar Mosque,Evening,90
4208,One Galle Face ,Evening,90
4209,Kelaniya Raja Maha Viharaya,Morning,90
4210,Viharamahadevi Park,Evening,90
4211,One Galle Face ,Evening,90
4212,One Galle Face ,Night,90
4213,Colombo City Center (CCC),Evening,90
4214,Colombo City Center (CCC),Night,90
4215,Galle Face Green,Evening,90
4216,Galle Face Green,Night,90
4217,Independence Memorial Hall,Evening,90
4218,Independence Memorial Hall,Night,90
4219,Viharamahadevi Park,Morning,90
4220,Viharamahadevi Park,Evening,90
4221,One Galle Face ,Night,90
4222,Colombo City Center (CCC),Morning,90
4223,Independence Memorial Hall,Night,90
4224,Kelaniya Raja Maha Viharaya,Evening,90
4225,One Galle Face ,Morning,90
4226,One Galle Face ,Evening,90
4227,One Galle Face ,Night,90
4228,Colombo City Center (CCC),Evening,90
4229,Colombo City Center (CCC),Night,90
4230,Galle Face Green,Night,90
4231,Gangaramaya Temple,Evening,90
4232,Independence Memorial Hall,Night,90
4233,Kailasanathar Swamy Kovil,Night,90
4234,Viharamahadevi Park,Evening,90
4235,Port City,Evening,90
4236,Pettah Market,Morning,90
4237,Pettah Market,Evening,90
4238,One Galle Face ,Night,90
4239,Colombo City Center (CCC),Night,90
4240,Galle Face Green,Night,90
4241,Gangaramaya Temple,Night,90
4242,Independence Memorial Hall,Evening,90
4243,Independence Memorial Hall,Night,90
4244,Kelaniya Raja Maha Viharaya,Evening,90
4245,Kailasanathar Swamy Kovil,Evening,90
4246,Kailasanathar Swamy Kovil,Night,90
4247,Pettah Market,Night,90
4248,One Galle Face ,Evening,90
4249,Galle Face Green,Evening,90
4250,Gangaramaya Temple,Evening,90
4251,Gangaramaya Temple,Evening,90
4252,Independence Memorial Hall,Morning,90
4253,One Galle Face ,Morning,90
4254,Colombo City Center (CCC),Morning,90
4255,Galle Face Green,Night,90
4256,Viharamahadevi Park,Morning,90
4257,Viharamahadevi Park,Evening,90
4258,Viharamahadevi Park,Night,90
4259,Pettah Market,Morning,90
4260,One Galle Face ,Morning,90
4261,One Galle Face ,Night,90
4262,Colombo City Center (CCC),Morning,90
4263,Colombo City Center (CCC),Night,90
4264,Galle Face Green,Evening,90
4265,Galle Face Green,Night,90
4266,Gangaramaya Temple,Morning,90
4267,Gangaramaya Temple,Night,90
4268,National Museum of Colombo,Morning,90
4269,National Museum of Colombo,Night,90
4270,Independence Memorial Hall,Morning,90
4271,Independence Memorial Hall,Night,90
4272,Dutch Museum,Morning,90
4273,National Art Gallery,Morning,90
4274,National Art Gallery,Night,90
4275,Kelaniya Raja Maha Viharaya,Evening,90
4276,Viharamahadevi Park,Evening,90
4277,Pettah Market,Morning,90
4278,One Galle Face ,Evening,90
4279,One Galle Face ,Night,90
4280,Independence Memorial Hall,Morning,90
4281,Kailasanathar Swamy Kovil,Evening,90
4282,Kailasanathar Swamy Kovil,Night,90
4283,Viharamahadevi Park,Morning,90
4284,Viharamahadevi Park,Evening,90
4285,Viharamahadevi Park,Night,90
4286,Pettah Market,Morning,90
4287,Pettah Market,Evening,90
4288,Pettah Market,Night,90
4289,Viharamahadevi Park,Evening,90
4290,Colombo City Center (CCC),Morning,90
4291,Colombo City Center (CCC),Evening,90
4292,Galle Face Green,Morning,90
4293,Gangaramaya Temple,Night,90
4294,National Art Gallery,Morning,90
4295,National Art Gallery,Evening,90
4296,National Art Gallery,Night,90
4297,Kailasanathar Swamy Kovil,Morning,90
4298,Kailasanathar Swamy Kovil,Evening,90
4299,Kailasanathar Swamy Kovil,Night,90
4300,Viharamahadevi Park,Morning,90
4301,Viharamahadevi Park,Evening,90
4302,Viharamahadevi Park,Night,90
4303,Pettah Market,Morning,90
4304,Pettah Market,Evening,90
4305,Pettah Market,Night,90
4306,Colombo City Center (CCC),Evening,90
4307,Galle Face Green,Night,90
4308,Gangaramaya Temple,Morning,90
4309,National Museum of Colombo,Evening,90
4310,Independence Memorial Hall,Evening,90
4311,Kelaniya Raja Maha Viharaya,Evening,90
4312,Kelaniya Raja Maha Viharaya,Night,90
4313,Kailasanathar Swamy Kovil,Morning,90
4314,Kailasanathar Swamy Kovil,Evening,90
4315,Kailasanathar Swamy Kovil,Night,90
4316,Viharamahadevi Park,Evening,90
4317,Pettah Market,Evening,90
4318,One Galle Face ,Morning,90
4319,One Galle Face ,Evening,90
4320,Viharamahadevi Park,Morning,90
4321,Viharamahadevi Park,Night,90
4322,Pettah Market,Morning,90
4323,One Galle Face ,Evening,90
4324,One Galle Face ,Night,90
4325,Colombo City Center (CCC),Evening,90
4326,Colombo City Center (CCC),Night,90
4327,Galle Face Green,Evening,90
4328,Galle Face Green,Night,90
4329,National Museum of Colombo,Morning,90
4330,National Museum of Colombo,Evening,90
4331,National Museum of Colombo,Night,90
4332,Independence Memorial Hall,Morning,90
4333,Independence Memorial Hall,Evening,90
4334,Independence Memorial Hall,Night,90
4335,Dutch Museum,Evening,90
4336,Dutch Museum,Night,90
4337,National Art Gallery,Morning,90
4338,National Art Gallery,Evening,90
4339,National Art Gallery,Night,90
4340,Viharamahadevi Park,Morning,90
4341,Viharamahadevi Park,Evening,90
4342,Viharamahadevi Park,Night,90
4343,Port City,Morning,90
4344,Port City,Evening,90
4345,Port City,Night,90
4346,Pettah Market,Morning,90
4347,Pettah Market,Evening,90
4348,Pettah Market,Night,90
4349,Viharamahadevi Park,Morning,90
4350,Viharamahadevi Park,Evening,90
4351,One Galle Face ,Evening,90
4352,One Galle Face ,Night,90
4353,One Galle Face ,Morning,90
4354,Colombo City Center (CCC),Morning,90
4355,Galle Face Green,Evening,90
4356,Galle Face Green,Night,90
4357,Gangaramaya Temple,Evening,90
4358,National Museum of Colombo,Evening,90
4359,Independence Memorial Hall,Evening,90
4360,Dutch Museum,Evening,90
4361,National Art Gallery,Evening,90
4362,Kelaniya Raja Maha Viharaya,Evening,90
4363,Viharamahadevi Park,Evening,90
4364,Galle Face Green,Night,90
4365,Independence Memorial Hall,Morning,90
4366,Colombo City Center (CCC),Night,90
4367,Gangaramaya Temple,Morning,90
4368,National Museum of Colombo,Morning,90
4369,Independence Memorial Hall,Evening,90
4370,Independence Memorial Hall,Night,90
4371,Dutch Museum,Evening,90
4372,Kelaniya Raja Maha Viharaya,Night,90
4373,Viharamahadevi Park,Evening,90
4374,Viharamahadevi Park,Night,90
4375,Gangaramaya Temple,Morning,90
4376,Gangaramaya Temple,Evening,90
4377,Gangaramaya Temple,Night,90
4378,National Museum of Colombo,Morning,90
4379,National Museum of Colombo,Evening,90
4380,National Museum of Colombo,Night,90
4381,Independence Memorial Hall,Morning,90
4382,Independence Memorial Hall,Evening,90
4383,Independence Memorial Hall,Night,90
4384,Dutch Museum,Morning,90
4385,Dutch Museum,Evening,90
4386,Dutch Museum,Night,90
4387,Kelaniya Raja Maha Viharaya,Morning,90
4388,Kelaniya Raja Maha Viharaya,Evening,90
4389,Kelaniya Raja Maha Viharaya,Night,90
4390,One Galle Face ,Evening,90
4391,Colombo City Center (CCC),Evening,90
4392,Galle Face Green,Morning,90
4393,National Museum of Colombo,Morning,90
4394,Independence Memorial Hall,Night,90
4395,Dutch Museum,Evening,90
4396,Dutch Museum,Night,90
4397,National Art Gallery,Evening,90
4398,Kailasanathar Swamy Kovil,Evening,90
4399,Kailasanathar Swamy Kovil,Night,90
4400,Viharamahadevi Park,Morning,90
4401,Port City,Evening,90
4402,Port City,Night,90
4403,Lotus Tower,Morning,90
4404,Lotus Tower,Evening,90
4405,Pettah Market,Night,90
4406,National Museum of Colombo,Morning,90
4407,Independence Memorial Hall,Morning,90
4408,Independence Memorial Hall,Evening,90
4409,Independence Memorial Hall,Night,90
4410,Viharamahadevi Park,Evening,90
4411,Viharamahadevi Park,Night,90
4412,Pettah Market,Morning,90
4413,Pettah Market,Night,90
4414,One Galle Face ,Morning,90
4415,One Galle Face ,Evening,90
4416,One Galle Face ,Night,90
4417,Colombo City Center (CCC),Morning,90
4418,Colombo City Center (CCC),Evening,90
4419,Colombo City Center (CCC),Night,90
4420,Galle Face Green,Morning,90
4421,Galle Face Green,Evening,90
4422,Galle Face Green,Night,90
4423,National Museum of Colombo,Morning,90
4424,National Museum of Colombo,Evening,90
4425,National Museum of Colombo,Night,90
4426,Pettah Market,Morning,90
4427,Pettah Market,Evening,90
4428,Pettah Market,Night,90
4429,One Galle Face ,Evening,90
4430,Colombo City Center (CCC),Morning,90
4431,Colombo City Center (CCC),Evening,90
4432,Colombo City Center (CCC),Night,90
4433,Independence Memorial Hall,Morning,90
4434,Independence Memorial Hall,Evening,90
4435,Independence Memorial Hall,Night,90
4436,Lotus Tower,Night,90
4437,Pettah Market,Morning,90
4438,Pettah Market,Evening,90
4439,Pettah Market,Night,90
4440,Colombo City Center (CCC),Evening,90
4441,Pettah Market,Morning,90
4442,Galle Face Green,Night,90
4443,Viharamahadevi Park,Night,90
4444,Port City,Evening,90
4445,Port City,Night,90
4446,One Galle Face ,Evening,90
4447,Galle Face Green,Evening,90
4448,National Museum of Colombo,Evening,90
4449,National Museum of Colombo,Night,90
4450,Independence Memorial Hall,Evening,90
4451,Independence Memorial Hall,Night,90
4452,Viharamahadevi Park,Morning,90
4453,Viharamahadevi Park,Evening,90
4454,Lotus Tower,Evening,90
4455,Lotus Tower,Night,90
4456,Pettah Market,Evening,90
4457,One Galle Face ,Morning,90
4458,Colombo City Center (CCC),Evening,90
4459,Galle Face Green,Night,90
4460,Viharamahadevi Park,Morning,90
4461,Viharamahadevi Park,Evening,90
4462,Pettah Market,Morning,90
4463,Pettah Market,Evening,90
4464,One Galle Face ,Evening,90
4465,One Galle Face ,Night,90
4466,One Galle Face ,Evening,90
4467,Colombo City Center (CCC),Evening,90
4468,Galle Face Green,Evening,90
4469,Galle Face Green,Night,90
4470,National Museum of Colombo,Morning,90
4471,National Museum of Colombo,Evening,90
4472,Independence Memorial Hall,Evening,90
4473,Independence Memorial Hall,Night,90
4474,Dutch Museum,Evening,90
4475,Dutch Museum,Night,90
4476,National Art Gallery,Evening,90
4477,National Art Gallery,Night,90
4478,Kailasanathar Swamy Kovil,Evening,90
4479,Viharamahadevi Park,Evening,90
4480,Viharamahadevi Park,Night,90
4481,Lotus Tower,Evening,90
4482,Lotus Tower,Night,90
4483,Pettah Market,Morning,90
4484,Pettah Market,Evening,90
4485,Galle Face Green,Night,90
4486,Independence Memorial Hall,Evening,90
4487,Dutch Museum,Evening,90
4488,National Art Gallery,Evening,90
4489,Kelaniya Raja Maha Viharaya,Evening,90
4490,Kelaniya Raja Maha Viharaya,Night,90
4491,Viharamahadevi Park,Evening,90
4492,Pettah Market,Evening,90
4493,One Galle Face ,Night,90
4494,Galle Face Green,Night,90
4495,Gangaramaya Temple,Night,90
4496,National Museum of Colombo,Morning,90
4497,Viharamahadevi Park,Morning,90
4498,Port City,Evening,90
4499,Lotus Tower,Evening,90
4500,Lotus Tower,Night,90
4501,One Galle Face ,Morning,90
4502,Colombo City Center (CCC),Morning,90
4503,Independence Memorial Hall,Evening,90
4504,Viharamahadevi Park,Evening,90
4505,Port City,Night,90
4506,Pettah Market,Evening,90
4507,One Galle Face ,Morning,90
4508,One Galle Face ,Evening,90
4509,Colombo City Center (CCC),Morning,90
4510,Colombo City Center (CCC),Night,90
4511,Independence Memorial Hall,Morning,90
4512,Independence Memorial Hall,Evening,90
4513,Viharamahadevi Park,Morning,90
4514,Viharamahadevi Park,Evening,90
4515,One Galle Face ,Evening,90
4516,One Galle Face ,Night,90
4517,Galle Face Green,Morning,90
4518,Galle Face Green,Evening,90
4519,Galle Face Green,Night,90
4520,National Museum of Colombo,Morning,90
4521,National Art Gallery,Evening,90
4522,Viharamahadevi Park,Morning,90
4523,Viharamahadevi Park,Evening,90
4524,Viharamahadevi Park,Night,90
4525,Port City,Morning,90
4526,Port City,Evening,90
4527,Port City,Night,90
4528,Pettah Market,Morning,90
4529,Pettah Market,Evening,90
4530,One Galle Face ,Night,90
4531,Colombo City Center (CCC),Night,90
4532,Gangaramaya Temple,Evening,90
4533,Independence Memorial Hall,Evening,90
4534,Kelaniya Raja Maha Viharaya,Evening,90
4535,Kelaniya Raja Maha Viharaya,Night,90
4536,Viharamahadevi Park,Evening,90
4537,Viharamahadevi Park,Night,90
4538,Pettah Market,Evening,90
4539,One Galle Face ,Morning,90
4540,Galle Face Green,Morning,90
4541,Galle Face Green,Evening,90
4542,National Art Gallery,Morning,90
4543,National Art Gallery,Evening,90
4544,Kelaniya Raja Maha Viharaya,Morning,90
4545,Viharamahadevi Park,Night,90
4546,Pettah Market,Morning,90
4547,Pettah Market,Evening,90
4548,Galle Face Green,Evening,90
4549,Galle Face Green,Night,90
4550,National Museum of Colombo,Evening,90
4551,Independence Memorial Hall,Morning,90
4552,Kailasanathar Swamy Kovil,Evening,90
4553,Kailasanathar Swamy Kovil,Night,90
4554,Viharamahadevi Park,Evening,90
4555,Viharamahadevi Park,Night,90
4556,Port City,Evening,90
4557,Port City,Night,90
4558,Pettah Market,Evening,90
4559,Pettah Market,Night,90
4560,One Galle Face ,Night,90
4561,Colombo City Center (CCC),Night,90
4562,Independence Memorial Hall,Evening,90
4563,Viharamahadevi Park,Evening,90
4564,One Galle Face ,Morning,90
4565,Colombo City Center (CCC),Morning,90
4566,Galle Face Green,Morning,90
4567,Galle Face Green,Evening,90
4568,Galle Face Green,Night,90
4569,National Museum of Colombo,Morning,90
4570,National Museum of Colombo,Evening,90
4571,Independence Memorial Hall,Morning,90
4572,Pettah Market,Morning,90
4573,Pettah Market,Evening,90
4574,One Galle Face ,Evening,90
4575,Colombo City Center (CCC),Evening,90
4576,Colombo City Center (CCC),Night,90
4577,Kelaniya Raja Maha Viharaya,Morning,90
4578,Kelaniya Raja Maha Viharaya,Evening,90
4579,Kelaniya Raja Maha Viharaya,Night,90
4580,Port City,Evening,90
4581,Pettah Market,Morning,90
4582,One Galle Face ,Night,90
4583,Colombo City Center (CCC),Morning,90
4584,Galle Face Green,Night,90
4585,Gangaramaya Temple,Morning,90
4586,National Museum of Colombo,Evening,90
4587,Independence Memorial Hall,Night,90
4588,Dutch Museum,Morning,90
4589,National Art Gallery,Night,90
4590,Kelaniya Raja Maha Viharaya,Morning,90
4591,Kailasanathar Swamy Kovil,Night,90
4592,Viharamahadevi Park,Morning,90
4593,Port City,Morning,90
4594,Port City,Night,90
4595,Lotus Tower,Morning,90
4596,Lotus Tower,Evening,90
4597,Lotus Tower,Night,90
4598,Pettah Market,Night,90
4599,Jami Ul-Alfar Mosque,Evening,90
4600,Port City,Night,90
4601,Kelaniya Raja Maha Viharaya,Morning,90
4602,Kelaniya Raja Maha Viharaya,Evening,90
4603,One Galle Face ,Night,90
4604,Colombo City Center (CCC),Night,90
4605,Galle Face Green,Evening,90
4606,Galle Face Green,Night,90
4607,National Museum of Colombo,Morning,90
4608,Independence Memorial Hall,Evening,90
4609,Dutch Museum,Night,90
4610,Viharamahadevi Park,Evening,90
4611,Pettah Market,Night,90
4612,One Galle Face ,Night,90
4613,Galle Face Green,Evening,90
4614,Galle Face Green,Night,90
4615,Independence Memorial Hall,Morning,90
4616,Independence Memorial Hall,Evening,90
4617,Independence Memorial Hall,Night,90
4618,Kelaniya Raja Maha Viharaya,Morning,90
4619,Kelaniya Raja Maha Viharaya,Evening,90
4620,Kelaniya Raja Maha Viharaya,Night,90
4621,One Galle Face ,Morning,90
4622,One Galle Face ,Night,90
4623,Colombo City Center (CCC),Night,90
4624,Galle Face Green,Evening,90
4625,National Museum of Colombo,Evening,90
4626,Dutch Museum,Evening,90
4627,National Art Gallery,Evening,90
4628,Kelaniya Raja Maha Viharaya,Morning,90
4629,Port City,Evening,90
4630,Pettah Market,Evening,90
4631,One Galle Face ,Evening,90
4632,Colombo City Center (CCC),Evening,90
4633,Gangaramaya Temple,Night,90
4634,National Museum of Colombo,Morning,90
4635,Independence Memorial Hall,Morning,90
4636,Viharamahadevi Park,Evening,90
4637,Jami Ul-Alfar Mosque,Evening,90
4638,Gangaramaya Temple,Morning,90
4639,Independence Memorial Hall,Morning,90
4640,Independence Memorial Hall,Evening,90
4641,Dutch Museum,Morning,90
4642,Dutch Museum,Evening,90
4643,National Art Gallery,Morning,90
4644,National Art Gallery,Evening,90
4645,Kelaniya Raja Maha Viharaya,Morning,90
4646,Kelaniya Raja Maha Viharaya,Evening,90
4647,Kailasanathar Swamy Kovil,Morning,90
4648,Kailasanathar Swamy Kovil,Evening,90
4649,Viharamahadevi Park,Morning,90
4650,Viharamahadevi Park,Evening,90
4651,Port City,Evening,90
4652,Lotus Tower,Evening,90
4653,Pettah Market,Morning,90
4654,Pettah Market,Evening,90
4655,Jami Ul-Alfar Mosque,Morning,90
4656,One Galle Face ,Evening,90
4657,Colombo City Center (CCC),Evening,90
4658,Galle Face Green,Evening,90
4659,Gangaramaya Temple,Evening,90
4660,Viharamahadevi Park,Evening,90
4661,One Galle Face ,Night,90
4662,Colombo City Center (CCC),Evening,90
4663,Gangaramaya Temple,Morning,90
4664,National Museum of Colombo,Morning,90
4665,Kelaniya Raja Maha Viharaya,Morning,90
4666,Kelaniya Raja Maha Viharaya,Evening,90
4667,Viharamahadevi Park,Morning,90
4668,Viharamahadevi Park,Evening,90
4669,Lotus Tower,Evening,90
4670,Pettah Market,Morning,90
4671,Pettah Market,Evening,90
4672,One Galle Face ,Evening,90
4673,One Galle Face ,Evening,90
4674,One Galle Face ,Night,90
4675,Colombo City Center (CCC),Evening,90
4676,Colombo City Center (CCC),Night,90
4677,Independence Memorial Hall,Morning,90
4678,Independence Memorial Hall,Night,90
4679,Viharamahadevi Park,Night,90
4680,Port City,Evening,90
4681,Lotus Tower,Night,90
4682,Pettah Market,Evening,90
4683,Pettah Market,Night,90
4684,Colombo City Center (CCC),Night,90
4685,Galle Face Green,Night,90
4686,Independence Memorial Hall,Morning,90
4687,Independence Memorial Hall,Evening,90
4688,Independence Memorial Hall,Night,90
4689,National Art Gallery,Morning,90
4690,National Art Gallery,Evening,90
4691,Kailasanathar Swamy Kovil,Morning,90
4692,One Galle Face ,Evening,90
4693,Colombo City Center (CCC),Evening,90
4694,Galle Face Green,Evening,90
4695,One Galle Face ,Evening,90
4696,Colombo City Center (CCC),Night,90
4697,Galle Face Green,Evening,90
4698,Independence Memorial Hall,Morning,90
4699,Independence Memorial Hall,Evening,90
4700,Independence Memorial Hall,Night,90
4701,Kailasanathar Swamy Kovil,Morning,90
4702,Viharamahadevi Park,Evening,90
4703,Viharamahadevi Park,Night,90
4704,Pettah Market,Evening,90
4705,Pettah Market,Night,90
4706,Colombo City Center (CCC),Morning,90
4707,Colombo City Center (CCC),Evening,90
4708,Pettah Market,Morning,90
4709,Pettah Market,Evening,90
4710,National Museum of Colombo,Night,90
4711,Viharamahadevi Park,Morning,90
4712,Pettah Market,Evening,90
4713,Galle Face Green,Night,90
4714,Kelaniya Raja Maha Viharaya,Morning,90
4715,Kelaniya Raja Maha Viharaya,Evening,90
4716,Kelaniya Raja Maha Viharaya,Night,90
4717,Port City,Night,90
4718,One Galle Face ,Morning,90
4719,One Galle Face ,Evening,90
4720,Colombo City Center (CCC),Morning,90
4721,Colombo City Center (CCC),Evening,90
4722,Galle Face Green,Morning,90
4723,Galle Face Green,Evening,90
4724,Galle Face Green,Night,90
4725,National Museum of Colombo,Morning,90
4726,National Museum of Colombo,Evening,90
4727,National Museum of Colombo,Night,90
4728,Independence Memorial Hall,Morning,90
4729,Independence Memorial Hall,Evening,90
4730,Independence Memorial Hall,Night,90
4731,Dutch Museum,Morning,90
4732,Dutch Museum,Evening,90
4733,Dutch Museum,Night,90
4734,National Art Gallery,Morning,90
4735,National Art Gallery,Evening,90
4736,National Art Gallery,Night,90
4737,Viharamahadevi Park,Evening,90
4738,Viharamahadevi Park,Night,90
4739,Port City,Morning,90
4740,Port City,Evening,90
4741,Port City,Night,90
4742,Lotus Tower,Evening,90
4743,Lotus Tower,Night,90
4744,Pettah Market,Evening,90
4745,Pettah Market,Night,90
4746,Kelaniya Raja Maha Viharaya,Night,90
4747,Galle Face Green,Morning,120
4748,Gangaramaya Temple,Morning,120
4749,Gangaramaya Temple,Night,120
4750,Independence Memorial Hall,Morning,120
4751,Independence Memorial Hall,Evening,120
4752,Independence Memorial Hall,Night,120
4753,Kelaniya Raja Maha Viharaya,Evening,120
4754,Kelaniya Raja Maha Viharaya,Night,120
4755,Viharamahadevi Park,Morning,120
4756,Viharamahadevi Park,Evening,120
4757,Pettah Market,Morning,120
4758,Pettah Market,Night,120
4759,One Galle Face ,Morning,120
4760,One Galle Face ,Evening,120
4761,One Galle Face ,Night,120
4762,Colombo City Center (CCC),Morning,120
4763,Colombo City Center (CCC),Evening,120
4764,Colombo City Center (CCC),Night,120
4765,Galle Face Green,Morning,120
4766,Galle Face Green,Evening,120
4767,Galle Face Green,Night,120
4768,Gangaramaya Temple,Morning,120
4769,Gangaramaya Temple,Evening,120
4770,Gangaramaya Temple,Night,120
4771,National Museum of Colombo,Evening,120
4772,National Museum of Colombo,Night,120
4773,Independence Memorial Hall,Morning,120
4774,Independence Memorial Hall,Evening,120
4775,Independence Memorial Hall,Night,120
4776,Kelaniya Raja Maha Viharaya,Morning,120
4777,Kelaniya Raja Maha Viharaya,Evening,120
4778,Kelaniya Raja Maha Viharaya,Night,120
4779,Kailasanathar Swamy Kovil,Morning,120
4780,Kailasanathar Swamy Kovil,Evening,120
4781,Kailasanathar Swamy Kovil,Night,120
4782,Viharamahadevi Park,Evening,120
4783,Port City,Morning,120
4784,Port City,Evening,120
4785,Lotus Tower,Morning,120
4786,Lotus Tower,Night,120
4787,Pettah Market,Morning,120
4788,Galle Face Green,Morning,120
4789,Gangaramaya Temple,Morning,120
4790,National Museum of Colombo,Evening,120
4791,Independence Memorial Hall,Evening,120
4792,Independence Memorial Hall,Night,120
4793,Dutch Museum,Morning,120
4794,Dutch Museum,Evening,120
4795,Dutch Museum,Night,120
4796,National Art Gallery,Night,120
4797,Kelaniya Raja Maha Viharaya,Morning,120
4798,Kelaniya Raja Maha Viharaya,Night,120
4799,Kailasanathar Swamy Kovil,Night,120
4800,Viharamahadevi Park,Morning,120
4801,Port City,Morning,120
4802,Lotus Tower,Evening,120
4803,Pettah Market,Evening,120
4804,One Galle Face ,Night,120
4805,Colombo City Center (CCC),Evening,120
4806,Galle Face Green,Night,120
4807,Gangaramaya Temple,Morning,120
4808,National Museum of Colombo,Morning,120
4809,Independence Memorial Hall,Morning,120
4810,Independence Memorial Hall,Evening,120
4811,Independence Memorial Hall,Night,120
4812,Dutch Museum,Evening,120
4813,National Art Gallery,Morning,120
4814,National Art Gallery,Evening,120
4815,National Art Gallery,Night,120
4816,Kelaniya Raja Maha Viharaya,Morning,120
4817,Kailasanathar Swamy Kovil,Morning,120
4818,Viharamahadevi Park,Morning,120
4819,Port City,Evening,120
